温度，oC,频率，Hz,磁芯损耗，w/m3,max_value,励磁波形
70,112160,3429.795709,0.034888564,正弦波
70,112160,6122.652855,0.043707256,正弦波
70,112160,11109.72416,0.055079709,正弦波
70,112160,15162.63384,0.061843455,正弦波
70,112170,20655.39012,0.069414429,正弦波
70,112160,27437.91214,0.077801578,正弦波
70,112160,38275.28831,0.087733377,正弦波
70,112160,52867.36624,0.098551974,正弦波
70,112160,74679.12924,0.110384354,正弦波
70,112160,98749.56836,0.122114798,正弦波
70,112160,137326.7257,0.137813497,正弦波
70,112160,186976.6489,0.154264565,正弦波
70,112160,259966.3607,0.173590002,正弦波
70,112160,841850.3717,0.26776003,正弦波
70,125850,727.9912483,0.017726474,正弦波
70,125860,720.7782272,0.01756622,正弦波
70,125860,988.688982,0.019514141,正弦波
70,125860,1318.546035,0.021916908,正弦波
70,125860,3182.501773,0.031109928,正弦波
70,125860,4235.971426,0.035135615,正弦波
70,125860,5461.073831,0.038928474,正弦波
70,125860,7458.482682,0.04388763,正弦波
70,125850,9835.249573,0.048775449,正弦波
70,125860,13517.14557,0.055007828,正弦波
70,125850,18744.33817,0.062188964,正弦波
70,125860,46934.43446,0.088130127,正弦波
70,125860,66263.00214,0.098713256,正弦波
70,125860,88778.25308,0.109631022,正弦波
70,125860,121961.4394,0.123220576,正弦波
70,125860,166252.852,0.137957405,正弦波
70,125850,229363.5866,0.155235541,正弦波
70,125860,565501.9261,0.214889005,正弦波
70,125860,767746.9313,0.241829938,正弦波
70,141250,684.4961366,0.015651383,正弦波
70,141270,1223.104389,0.019418493,正弦波
70,141260,1651.460177,0.021922319,正弦波
70,141260,2196.263153,0.024585048,正弦波
70,141260,16871.50322,0.055265648,正弦波
70,141260,22861.11287,0.062001765,正弦波
70,141260,31500.34493,0.069912889,正弦波
70,141260,41795.51008,0.078306749,正弦波
70,141260,59257.32724,0.087952352,正弦波
70,141260,107555.0609,0.109502967,正弦波
70,141260,279113.5712,0.155534352,正弦波
70,141260,383578.0985,0.173387126,正弦波
70,141260,681198.4228,0.215634721,正弦波
70,158510,684.0462375,0.013950533,正弦波
70,158500,922.4199793,0.015517846,正弦波
70,158500,1607.580943,0.019528734,正弦波
70,158500,2862.749609,0.024703043,正弦波
70,158500,3828.618031,0.02783259,正弦波
70,158500,4951.620441,0.030969067,正弦波
70,158500,6456.609337,0.034715992,正弦波
70,158500,8635.440552,0.038910689,正弦波
70,158500,11710.85379,0.043858349,正弦波
70,158500,21146.58386,0.05516757,正弦波
70,158500,29086.50004,0.062326345,正弦波
70,158500,39467.02966,0.07000362,正弦波
70,158500,54462.48862,0.078475499,正弦波
70,158500,71864.2914,0.087111466,正弦波
70,158500,134018.8582,0.109884116,正弦波
70,158500,183163.2986,0.123216059,正弦波
70,158500,248601.6049,0.138159199,正弦波
70,158500,343043.1415,0.154507657,正弦波
70,158510,458087.4588,0.172525574,正弦波
70,177820,972.3431556,0.013842025,正弦波
70,177820,1240.280021,0.015516832,正弦波
70,177820,1621.650775,0.017378047,正弦波
70,177820,2160.40164,0.019597524,正弦波
70,177820,2872.931727,0.022067739,正弦波
70,177820,3816.746169,0.024852297,正弦波
70,177820,4882.887341,0.027540948,正弦波
70,177820,6331.884828,0.030734539,正弦波
70,177820,27276.82978,0.055409155,正弦波
70,177820,36943.64862,0.062309918,正弦波
70,177820,51429.63675,0.069771386,正弦波
70,177820,66137.61872,0.077485715,正弦波
70,177820,122500.5024,0.0979416,正弦波
70,177820,168565.1232,0.110331121,正弦波
70,177820,227136.5654,0.123452072,正弦波
70,177820,311926.6097,0.13785614,正弦波
70,177820,414834.4707,0.153971443,正弦波
70,177820,555290.0615,0.172486476,正弦波
70,199500,1126.803697,0.013116668,正弦波
70,199500,1030.126905,0.012340351,正弦波
70,199500,1723.710939,0.015554868,正弦波
70,199500,2954.399924,0.019685018,正弦波
70,199500,3901.908918,0.022170924,正弦波
70,199500,5014.948484,0.024622861,正弦波
70,199500,6523.680412,0.027624446,正弦波
70,199500,8532.40745,0.030954966,正弦波
70,199500,11297.51022,0.034787619,正弦波
70,199500,14787.63776,0.039071944,正弦波
70,199500,19695.67725,0.043938135,正弦波
70,199500,35576.34905,0.055655669,正弦波
70,199500,85105.42578,0.077989011,正弦波
70,199500,112803.502,0.086887951,正弦波
70,199500,210884.5447,0.110370038,正弦波
70,199500,289045.561,0.12334751,正弦波
70,199500,377745.0985,0.136908373,正弦波
70,199500,510097.3827,0.154167617,正弦波
70,223850,1627.797108,0.013127523,正弦波
70,223850,1429.962384,0.012338003,正弦波
70,223860,1814.406296,0.013814343,正弦波
70,223850,2341.428255,0.015466577,正弦波
70,223850,4050.751571,0.019692164,正弦波
70,223850,5180.006426,0.021955593,正弦波
70,223850,6718.09878,0.024562625,正弦波
70,223850,8650.154327,0.027519282,正弦波
70,223860,15028.79165,0.034826271,正弦波
70,223850,19653.1025,0.039216556,正弦波
70,223850,34840.65302,0.049665322,正弦波
70,223860,47695.16791,0.055554192,正弦波
70,223850,61750.05456,0.061694442,正弦波
70,223850,82271.43987,0.069319133,正弦波
70,223850,108493.6133,0.078027988,正弦波
70,223850,147133.9964,0.087814566,正弦波
70,223850,197240.3054,0.098440087,正弦波
70,223850,268764.7929,0.109992285,正弦波
70,223850,350464.588,0.122003527,正弦波
70,223850,470806.2125,0.137298848,正弦波
70,251170,2323.752022,0.01325036,正弦波
70,251170,2008.202927,0.012364895,正弦波
70,251170,2555.563955,0.013871259,正弦波
70,251170,3297.341904,0.015601278,正弦波
70,251170,4304.419927,0.017609213,正弦波
70,251170,6931.464415,0.021789564,正弦波
70,251170,9096.516792,0.024635151,正弦波
70,251170,11581.25487,0.027482305,正弦波
70,251170,34570.51095,0.044253008,正弦波
70,251170,59800.53034,0.054795208,正弦波
70,251170,79473.0787,0.061688269,正弦波
70,251170,105156.1819,0.069231618,正弦波
70,251170,140342.3796,0.078305585,正弦波
70,251170,185278.196,0.087507927,正弦波
70,251170,253345.1944,0.098055416,正弦波
70,251170,330637.0618,0.109103962,正弦波
70,251170,440869.5115,0.122435836,正弦波
70,281850,3219.780591,0.013311078,正弦波
70,281860,2799.945547,0.012454488,正弦波
70,281850,3533.266046,0.013930774,正弦波
70,281860,4525.315676,0.015649519,正弦波
70,281850,5719.052101,0.017420091,正弦波
70,281850,7287.02014,0.019500676,正弦波
70,281850,12101.52375,0.024566053,正弦波
70,281850,15791.35772,0.027734232,正弦波
70,281850,20371.23037,0.03113522,正弦波
70,281850,34609.2452,0.039416493,正弦波
70,281850,46219.68547,0.044048467,正弦波
70,281850,179740.9994,0.07836831,正弦波
70,281850,241162.5021,0.087447817,正弦波
70,281850,420112.7655,0.109628631,正弦波
70,316230,4393.820239,0.013395155,正弦波
70,316230,4786.864817,0.013973463,正弦波
70,316230,5981.65421,0.015517918,正弦波
70,316230,7610.313356,0.017403576,正弦波
70,316230,9830.333671,0.019588033,正弦波
70,316230,16134.65181,0.024638179,正弦波
90,50020,1062.695125,0.039234307,正弦波
90,50020,1475.28012,0.044288078,正弦波
90,50020,2047.879223,0.049144879,正弦波
90,50030,2664.462294,0.05473407,正弦波
90,50020,3775.700632,0.062394906,正弦波
90,50020,6953.502338,0.078739126,正弦波
90,50030,9677.926484,0.088298644,正弦波
90,50030,12996.57952,0.097600384,正弦波
90,50020,18803.34877,0.110311892,正弦波
90,50020,26489.10316,0.123506001,正弦波
90,50020,37235.20346,0.138197679,正弦波
90,50020,53611.4298,0.15559957,正弦波
90,50020,75783.08167,0.174493572,正弦波
90,50020,108977.8928,0.196870024,正弦波
90,50020,149950.2672,0.219996897,正弦波
90,50020,262700.1729,0.269656486,正弦波
90,56320,749.1535014,0.030995289,正弦波
90,56320,963.8096224,0.034930635,正弦波
90,56320,1313.72777,0.039345748,正弦波
90,56310,1807.253409,0.043697316,正弦波
90,56320,3308.226246,0.055236738,正弦波
90,56320,6173.265396,0.069690529,正弦波
90,56320,8325.027451,0.078418015,正弦波
90,56320,11215.93985,0.086852717,正弦波
90,56320,21981.47781,0.109319789,正弦波
90,56320,45023.34555,0.137962199,正弦波
90,56320,63080.06911,0.154329918,正弦波
90,56320,128856.2547,0.195581805,正弦波
90,56320,176787.0517,0.218064343,正弦波
90,56320,233607.0741,0.24116764,正弦波
90,56320,317136.3468,0.269140644,正弦波
90,63020,856.6457477,0.031117679,正弦波
90,63020,1151.726862,0.035098122,正弦波
90,63020,1566.034169,0.038993024,正弦波
90,63020,2097.622753,0.043746511,正弦波
90,63020,2815.832497,0.049081782,正弦波
90,63020,3797.424531,0.055217283,正弦波
90,63020,5236.695363,0.062127617,正弦波
90,63020,9192.992475,0.077422699,正弦波
90,63020,12932.30217,0.087180211,正弦波
90,63020,25224.40631,0.109170957,正弦波
90,63020,36989.00907,0.123549802,正弦波
90,63020,52005.40581,0.137832305,正弦波
90,63020,75280.53523,0.155559097,正弦波
90,63020,106641.1559,0.174582721,正弦波
90,63020,271619.7258,0.241567123,正弦波
90,70840,1009.330003,0.031189,正弦波
90,70840,1810.755445,0.038888324,正弦波
90,70840,2394.52308,0.043821584,正弦波
90,70830,3242.159658,0.049230948,正弦波
90,70840,7977.251157,0.068975913,正弦波
90,70840,14641.55543,0.086644195,正弦波
90,70840,29914.03845,0.109492293,正弦波
90,70840,62328.07323,0.138886802,正弦波
90,70830,87883.8813,0.155689883,正弦波
90,70830,123800.4921,0.174357548,正弦波
90,70840,234105.831,0.21700114,正弦波
90,70840,318078.1125,0.242433424,正弦波
90,70840,443777.4452,0.273756637,正弦波
90,79460,838.640425,0.027763411,正弦波
90,79460,1187.426592,0.030979563,正弦波
90,79460,1506.42862,0.034546495,正弦波
90,79470,2707.314291,0.043677668,正弦波
90,79470,3727.988947,0.049337315,正弦波
90,79460,5124.634185,0.055590557,正弦波
90,79470,6610.646909,0.061376444,正弦波
90,79460,9094.512273,0.069020968,正弦波
90,79460,12398.28894,0.077666401,正弦波
90,79460,17211.13699,0.08709217,正弦波
90,79460,24494.17001,0.097906722,正弦波
90,79460,35087.43237,0.109962637,正弦波
90,79460,51065.40622,0.123965,正弦波
90,79460,140317.5455,0.172818719,正弦波
90,79460,198336.5421,0.194073675,正弦波
90,79460,273221.0512,0.217181687,正弦波
90,79460,376396.2086,0.243552841,正弦波
90,89080,783.6628871,0.024790989,正弦波
90,89080,1094.733299,0.027599608,正弦波
90,89090,1378.015305,0.030708941,正弦波
90,89080,1876.108259,0.034729901,正弦波
90,89080,2490.795483,0.039034062,正弦波
90,89080,3376.347702,0.044113538,正弦波
90,89080,4582.056901,0.049608975,正弦波
90,89080,5880.57273,0.054915278,正弦波
90,89090,7815.654294,0.061087189,正弦波
90,89080,11070.64095,0.069223011,正弦波
90,89090,14925.40259,0.077786902,正弦波
90,89080,20932.4027,0.087447934,正弦波
90,89080,29448.50397,0.097916348,正弦波
90,89080,42602.2508,0.110396083,正弦波
90,89080,87413.41476,0.13905703,正弦波
90,89080,118586.3564,0.153762439,正弦波
90,89080,166749.9216,0.172751327,正弦波
90,89080,231445.3959,0.193065326,正弦波
90,89080,325175.1277,0.217400987,正弦波
90,89090,596099.9476,0.268606311,正弦波
90,99950,708.7652037,0.022079502,正弦波
90,99950,983.4575232,0.024613674,正弦波
90,99950,2992.093566,0.03938713,正弦波
90,99950,5185.070986,0.048897207,正弦波
90,99950,9568.53606,0.061831347,正弦波
90,99950,24678.39419,0.087170254,正弦波
90,99950,35803.84731,0.09842339,正弦波
90,99950,50812.43183,0.11033928,正弦波
90,99950,73139.44533,0.123587089,正弦波
90,99950,99768.37842,0.136989603,正弦波
90,99950,141036.4806,0.154152683,正弦波
90,99950,193001.3105,0.171601082,正弦波
90,99950,278568.9295,0.194320729,正弦波
90,99950,389488.4452,0.218781382,正弦波
90,99950,520331.0961,0.24052874,正弦波
90,99950,696938.0157,0.268594398,正弦波
90,112160,938.0406753,0.021906115,正弦波
90,112160,1223.050584,0.024591861,正弦波
90,112160,1603.438961,0.027587543,正弦波
90,112160,2138.530562,0.031108596,正弦波
90,112160,2798.160071,0.035014259,正弦波
90,112160,3715.695872,0.039442979,正弦波
90,112160,4755.175029,0.043632616,正弦波
90,112160,6319.838092,0.048798159,正弦波
90,112160,8722.460852,0.055097002,正弦波
90,112160,16384.22888,0.069501844,正弦波
90,112160,21891.83835,0.077989517,正弦波
90,112160,31120.82442,0.087800243,正弦波
90,112160,63187.53128,0.110383297,正弦波
90,112160,86443.75696,0.122647935,正弦波
90,112160,121342.6439,0.137456726,正弦波
90,112160,167770.3466,0.153776014,正弦波
90,112160,240563.413,0.1737863,正弦波
90,112160,464877.115,0.216843078,正弦波
90,112160,832598.6389,0.269350056,正弦波
90,125860,941.8760287,0.019541833,正弦波
90,125850,1224.052589,0.021804634,正弦波
90,125860,1610.815256,0.024746413,正弦波
90,125860,2095.126964,0.02764272,正弦波
90,125860,2780.980435,0.031249518,正弦波
90,125860,3584.043542,0.03518015,正弦波
90,125850,6074.632478,0.043629871,正弦波
90,125860,8160.77248,0.049122774,正弦波
90,125860,11032.88796,0.055142643,正弦波
90,125860,15064.17596,0.061940483,正弦波
90,125860,20482.92543,0.069608701,正弦波
90,125860,38585.35599,0.087839297,正弦波
90,125860,56211.37027,0.098489467,正弦波
90,125850,107437.269,0.123079117,正弦波
90,125860,288610.2916,0.173597608,正弦波
90,125850,409320.219,0.194103147,正弦波
90,141270,763.220977,0.016021003,正弦波
90,141260,966.768255,0.0174469,正弦波
90,141260,2077.609685,0.024609371,正弦波
90,141260,2745.415547,0.027768327,正弦波
90,141260,7790.490007,0.043609012,正弦波
90,141260,19124.17456,0.061919449,正弦波
90,141260,35347.35317,0.07837814,正弦波
90,141260,50435.08141,0.087807012,正弦波
90,141260,67873.23527,0.097392707,正弦波
90,141260,95013.43839,0.109663928,正弦波
90,141260,128850.956,0.122107818,正弦波
90,141260,184521.8028,0.13838029,正弦波
90,141260,255555.4032,0.155204228,正弦波
90,141260,359423.2255,0.173437934,正弦波
90,141260,481326.9227,0.192530682,正弦波
90,141260,663872.2785,0.216651103,正弦波
90,158500,824.0751503,0.014437363,正弦波
90,158500,1007.106866,0.015504523,正弦波
90,158500,1670.793911,0.019571197,正弦波
90,158500,2832.921144,0.024820129,正弦波
90,158500,3678.249795,0.027881063,正弦波
90,158500,4627.454297,0.030990195,正弦波
90,158500,6022.969781,0.034767589,正弦波
90,158500,7752.760975,0.038866869,正弦波
90,158500,13899.54076,0.049352768,正弦波
90,158500,18359.64719,0.055185549,正弦波
90,158500,25168.44714,0.062332408,正弦波
90,158500,46951.40713,0.078328808,正弦波
90,158500,62070.61613,0.086796353,正弦波
90,158500,86257.86209,0.097739648,正弦波
90,158500,119332.3062,0.10980769,正弦波
90,158500,168128.8466,0.123904143,正弦波
90,158500,229173.8421,0.138589462,正弦波
90,158500,320988.4024,0.15502798,正弦波
90,158500,431197.2175,0.172622101,正弦波
90,177820,1073.433396,0.013835102,正弦波
90,177820,1367.287888,0.015531198,正弦波
90,177820,1767.916734,0.017490528,正弦波
90,177820,2247.717152,0.019611765,正弦波
90,177820,2931.906808,0.022103653,正弦波
90,177820,3801.00731,0.024878867,正弦波
90,177820,4757.597689,0.027577306,正弦波
90,177820,6152.055794,0.03096665,正弦波
90,177820,7988.024299,0.034791324,正弦波
90,177830,13656.58064,0.043916357,正弦波
90,177820,18057.87393,0.049285456,正弦波
90,177820,32459.27015,0.062270491,正弦波
90,177820,59060.94231,0.077715874,正弦波
90,177820,79652.53328,0.08709447,正弦波
90,177820,109199.7839,0.097664698,正弦波
90,177820,208758.6158,0.123673246,正弦波
90,177820,288196.1215,0.137858006,正弦波
90,177820,529174.1341,0.172964586,正弦波
90,199500,1251.981937,0.01307959,正弦波
90,199500,1150.367179,0.012360481,正弦波
90,199500,1845.774952,0.015548185,正弦波
90,199500,2374.2095,0.017501054,正弦波
90,199500,3068.389033,0.01973309,正弦波
90,199510,4910.844527,0.02457766,正弦波
90,199500,8108.043319,0.030890023,正弦波
90,199500,13719.96348,0.039150765,正弦波
90,199500,31727.36904,0.055509452,正弦波
90,199500,57465.73659,0.069119815,正弦波
90,199510,75945.32592,0.077730001,正弦波
90,199500,142631.1487,0.098560385,正弦波
90,199500,192691.119,0.110334247,正弦波
90,199500,265651.7073,0.12317353,正弦波
90,199500,349933.416,0.136699681,正弦波
90,199500,476622.4578,0.153978449,正弦波
90,223850,1754.697826,0.013090682,正弦波
90,223850,1561.922846,0.012327452,正弦波
90,223850,1962.661101,0.01388292,正弦波
90,223850,6478.939528,0.024408279,正弦波
90,223860,8387.554956,0.027515227,正弦波
90,223850,10845.05856,0.030987644,正弦波
90,223850,14182.30884,0.034932824,正弦波
90,223850,18041.45511,0.039070975,正弦波
90,223850,24046.93982,0.044150967,正弦波
90,223860,43466.30167,0.055566221,正弦波
90,223850,55689.07224,0.061570357,正弦波
90,223860,134332.1282,0.087841403,正弦波
90,223850,181216.4179,0.098451514,正弦波
90,223850,249437.8193,0.110205951,正弦波
90,223850,439975.7728,0.137316617,正弦波
90,251170,2077.915827,0.012286724,正弦波
90,251170,2638.247268,0.013882572,正弦波
90,251170,3386.191619,0.015647602,正弦波
90,251170,4332.108647,0.01762664,正弦波
90,251170,6837.211727,0.021879748,正弦波
90,251170,8721.534736,0.024527195,正弦波
90,251170,14470.24183,0.031062872,正弦波
90,251170,18547.17624,0.034752602,正弦波
90,251170,31919.17006,0.044279625,正弦波
90,251170,55098.6931,0.054885498,正弦波
90,251170,73174.08745,0.061910022,正弦波
90,251170,96402.16713,0.069278561,正弦波
90,251170,128133.6345,0.078193534,正弦波
90,251170,171863.9905,0.087771849,正弦波
90,251170,234430.3556,0.098029159,正弦波
90,281860,3243.681288,0.013273834,正弦波
90,281850,2854.831757,0.012456373,正弦波
90,281850,4527.587523,0.015654981,正弦波
90,281850,5672.472447,0.017459315,正弦波
90,281850,7177.279865,0.019536546,正弦波
90,281850,9120.733192,0.02192607,正弦波
90,281850,15000.41993,0.027696595,正弦波
90,281860,25046.69085,0.035093919,正弦波
90,281860,32107.62901,0.03938649,正弦波
90,281860,42962.83211,0.044080749,正弦波
90,281850,54683.97476,0.048873157,正弦波
90,281860,72754.56115,0.055282339,正弦波
90,281860,127074.9846,0.069791503,正弦波
90,281850,163416.7829,0.077917895,正弦波
90,281850,224289.0,0.087570909,正弦波
90,281860,287415.678,0.096841559,正弦波
90,316230,4806.866695,0.014010994,正弦波
90,316230,9438.850999,0.019481027,正弦波
90,316230,12093.85559,0.021930681,正弦波
90,316230,15557.23073,0.024695088,正弦波
90,316230,19778.73104,0.027681262,正弦波
90,316230,25667.99566,0.031280293,正弦波
90,316230,33066.84625,0.035155204,正弦波
90,316230,43155.12273,0.039219731,正弦波
90,316230,54682.60835,0.043610791,正弦波
90,316230,71443.96818,0.049015337,正弦波
90,316230,94691.42506,0.055367802,正弦波
90,316230,123821.8119,0.062088775,正弦波
90,316230,163722.3468,0.069837502,正弦波
25,50020,2348.679049,0.027471756,正弦波
25,50020,3427.045851,0.031964057,正弦波
25,50020,6772.981613,0.041423011,正弦波
25,50020,12379.94481,0.051835502,正弦波
25,50020,21492.76309,0.064633354,正弦波
25,50020,61176.08746,0.100901297,正弦波
25,50020,99679.89972,0.125884802,正弦波
25,50020,161658.0093,0.156891859,正弦波
25,63020,2724.015916,0.025003603,正弦波
25,63020,5137.739583,0.031799462,正弦波
25,63020,9298.995381,0.0401012,正弦波
25,63020,28373.71069,0.063884634,正弦波
25,63020,48104.4261,0.079971614,正弦波
25,63020,129295.5572,0.125158944,正弦波
25,63020,214383.5098,0.157293626,正弦波
25,79470,1912.577903,0.019878529,正弦波
25,79460,11465.36178,0.039496539,正弦波
25,79470,21196.39962,0.050634777,正弦波
25,79460,36044.49331,0.062980557,正弦波
25,79470,60921.92187,0.078925504,正弦波
25,79460,101976.0525,0.099165852,正弦波
25,79460,172994.4477,0.125795054,正弦波
25,79460,459773.4411,0.195287457,正弦波
25,99950,1214.04695,0.015657653,正弦波
25,99950,2319.332205,0.019770689,正弦波
25,99950,4492.608002,0.024820457,正弦波
25,99950,8284.886668,0.031232329,正弦波
25,99950,46050.10416,0.062427967,正弦波
25,99950,228177.1425,0.125091232,正弦波
25,99950,360819.8648,0.153529934,正弦波
25,99950,619314.8035,0.195639139,正弦波
25,99950,982995.8836,0.2390959,正弦波
25,125860,3062.808309,0.019650197,正弦波
25,125860,5734.331894,0.024631146,正弦波
25,125860,10913.69638,0.031320076,正弦波
25,125860,34615.10872,0.049470304,正弦波
25,125860,60739.63926,0.062233844,正弦波
25,125860,108135.2586,0.079200384,正弦波
25,125850,182863.1338,0.099191169,正弦波
25,125860,298847.0769,0.123402255,正弦波
25,125860,510142.7388,0.156702307,正弦波
25,125860,823601.9914,0.192598755,正弦波
25,158500,1436.570663,0.01347445,正弦波
25,158500,4047.27385,0.019525117,正弦波
25,158510,7814.301848,0.024824795,正弦波
25,158500,14147.79122,0.030944945,正弦波
25,158500,25500.82287,0.039087333,正弦波
25,158500,46047.85822,0.049272017,正弦波
25,158500,83036.33958,0.062467448,正弦波
25,158500,242154.7476,0.097715902,正弦波
25,158500,421562.2166,0.124750854,正弦波
25,158500,689469.0142,0.15418324,正弦波
25,199510,1221.473797,0.011137633,正弦波
25,199500,1636.194271,0.012334035,正弦波
25,199500,2972.970972,0.01541967,正弦波
25,199500,5653.062336,0.019678235,正弦波
25,199500,10372.67816,0.024645952,正弦波
25,199500,19212.68477,0.031017084,正弦波
25,199500,34140.4936,0.038864496,正弦波
25,199500,64175.38504,0.049616473,正弦波
25,199500,116460.6064,0.062435494,正弦波
25,199510,197878.4305,0.077666756,正弦波
25,251170,1977.066045,0.011450106,正弦波
25,251170,2373.943386,0.012337928,正弦波
25,251170,4331.553225,0.015577961,正弦波
25,251170,7821.142806,0.01955859,正弦波
25,251170,14443.52385,0.024486399,正弦波
25,251170,26883.66111,0.030974735,正弦波
25,251170,49281.38926,0.039265276,正弦波
25,251170,91318.66675,0.049385304,正弦波
25,251170,159206.3486,0.061570637,正弦波
25,251170,283747.582,0.078008291,正弦波
25,251170,492122.4794,0.098014838,正弦波
25,316230,3198.557742,0.011731411,正弦波
25,316230,6318.207936,0.015484211,正弦波
25,316230,11527.1385,0.019496318,正弦波
25,316230,21014.88262,0.024534356,正弦波
25,316230,39330.80126,0.03109149,正弦波
25,316230,127678.3676,0.048714375,正弦波
25,316230,233091.8182,0.061823779,正弦波
25,316230,414493.4809,0.077638308,正弦波
25,398100,5315.359378,0.0119275,正弦波
25,398100,5754.900881,0.012364974,正弦波
25,398100,17800.25563,0.019478064,正弦波
25,398100,60462.25859,0.030993981,正弦波
25,398100,106053.1424,0.038736762,正弦波
25,398100,193505.2585,0.048981936,正弦波
25,501180,8925.506713,0.011994003,正弦波
25,501180,9498.934254,0.01234847,正弦波
25,501180,29583.7023,0.019670857,正弦波
25,501180,53588.98607,0.024658066,正弦波
25,501180,93708.67012,0.030751089,正弦波
25,501180,302575.7198,0.04879363,正弦波
50,50030,3774.167544,0.039998416,正弦波
50,50020,12202.56812,0.063050536,正弦波
50,50020,22183.93094,0.080245441,正弦波
50,50020,63756.36807,0.124464621,正弦波
50,50020,108573.4757,0.15564854,正弦波
50,50020,187124.9647,0.195205726,正弦波
50,63020,1613.769661,0.024776863,正弦波
50,63020,5400.359822,0.039481064,正弦波
50,63020,28518.02758,0.07868447,正弦波
50,63020,48999.72917,0.0988654,正弦波
50,63020,84396.55653,0.124252133,正弦波
50,63030,251125.502,0.195147334,正弦波
50,63030,416513.3759,0.240065762,正弦波
50,79470,3812.292937,0.031176206,正弦波
50,79460,6792.580689,0.03907344,正弦波
50,79470,12167.04551,0.049794527,正弦波
50,79460,21194.67863,0.062252445,正弦波
50,79460,36608.34041,0.0778335,正弦波
50,79460,64549.52397,0.098383693,正弦波
50,79460,197525.8888,0.156156627,正弦波
50,79460,329210.9354,0.19260223,正弦波
50,79460,582455.7997,0.242890495,正弦波
50,99950,760.6274611,0.015508546,正弦波
50,99950,1449.359729,0.019778307,正弦波
50,99950,2688.848878,0.024704674,正弦波
50,99950,4905.941355,0.030983482,正弦波
50,99950,9004.269556,0.039321177,正弦波
50,99950,15747.54327,0.049393865,正弦波
50,99950,27529.31012,0.061839534,正弦波
50,99950,49400.29542,0.078184338,正弦波
50,99950,153289.972,0.123857734,正弦波
50,99950,257192.9198,0.153068164,正弦波
50,99950,770199.4405,0.238339135,正弦波
50,125850,1343.918722,0.017160083,正弦波
50,125870,1954.532061,0.019603875,正弦波
50,125860,3486.240742,0.024564878,正弦波
50,125860,6524.559688,0.031065329,正弦波
50,125860,11827.22206,0.039146752,正弦波
50,125860,20739.60536,0.049132664,正弦波
50,125860,37278.15103,0.061857103,正弦波
50,125860,121942.0472,0.09861858,正弦波
50,125860,203115.9355,0.121769565,正弦波
50,125850,369071.8083,0.155412888,正弦波
50,125860,628888.0944,0.191672698,正弦波
50,158510,2632.314027,0.019526638,正弦波
50,158500,8908.476494,0.031004727,正弦波
50,158500,28725.77905,0.049080799,正弦波
50,158500,53320.65124,0.062358007,正弦波
50,158500,166517.9997,0.097184432,正弦波
50,158500,301780.0383,0.124023249,正弦波
50,158500,514213.1637,0.153104065,正弦波
50,199510,1171.120596,0.012341611,正弦波
50,199500,2072.058636,0.015456348,正弦波
50,199500,6905.895227,0.024579704,正弦波
50,199500,42024.19603,0.049379881,正弦波
50,199500,78572.07043,0.062212458,正弦波
50,199500,135577.0677,0.077129143,正弦波
50,199500,246699.1756,0.098022558,正弦波
50,199500,436025.7215,0.122954284,正弦波
50,251170,1692.253579,0.011849262,正弦波
50,251170,3329.363942,0.015618131,正弦波
50,251170,10479.77432,0.024490613,正弦波
50,251170,19148.30164,0.030927182,正弦波
50,251170,35271.49726,0.039165946,正弦波
50,251170,113402.2414,0.061361607,正弦波
50,251170,205703.9988,0.07764,正弦波
50,251170,368999.0862,0.097433843,正弦波
50,316230,3196.941894,0.012406871,正弦波
50,316230,17032.7892,0.024545244,正弦波
50,316230,31083.56722,0.031128763,正弦波
50,316230,56961.13105,0.039116352,正弦波
50,316230,96732.98674,0.048519756,正弦波
50,316230,177771.1005,0.061660861,正弦波
50,316230,319392.5586,0.077310377,正弦波
50,398100,5547.911381,0.012165642,正弦波
50,398100,5760.081969,0.012370367,正弦波
50,398100,29671.92076,0.024757679,正弦波
50,398100,53091.37112,0.031094328,正弦波
50,501180,10658.89958,0.012157729,正弦波
50,501180,11012.10022,0.012338266,正弦波
50,501180,18257.34046,0.015458445,正弦波
50,501180,31621.1192,0.019700427,正弦波
50,501180,53770.25328,0.024611907,正弦波
50,501180,156187.4485,0.03896604,正弦波
50,501180,274120.7921,0.049016438,正弦波
70,50020,634.694988,0.024886703,正弦波
70,50020,1107.609128,0.030910028,正弦波
70,50020,2059.724038,0.039628722,正弦波
70,50020,6591.039073,0.061706044,正弦波
70,50020,12531.57447,0.078736707,正弦波
70,50020,41317.84009,0.12270824,正弦波
70,50020,145549.1597,0.194857095,正弦波
70,50020,256380.605,0.241325627,正弦波
70,63020,489.1650914,0.019380539,正弦波
70,63020,826.6104883,0.024472315,正弦波
70,63020,2870.887354,0.039009722,正弦波
70,63020,5098.942799,0.048984931,正弦波
70,63020,9314.062583,0.062442078,正弦波
70,63020,30539.60962,0.097606102,正弦波
70,63020,56553.77309,0.122802409,正弦波
70,63020,109007.1796,0.155798062,正弦波
70,63020,340259.7217,0.238469399,正弦波
70,79470,603.8246172,0.019413448,正弦波
70,79460,1112.815306,0.024795431,正弦波
70,79460,6774.363311,0.04937007,正弦波
70,79460,11870.46425,0.061844263,正弦波
70,79460,21596.21628,0.0772064,正弦波
70,79460,40589.75978,0.09733199,正弦波
70,79460,78221.76535,0.123651278,正弦波
